date,price_hcm,price_hn,diff_hcm_hn,diff_hcm_day,diff_hn_day
2025-01-01,75872701.0,78286111.0,-2413410.0,0.0,0.0
2025-01-02,78753572.0,76976004.0,1777568.0,2880871.0,-1310107.0
2025-01-03,77659970.0,76848253.0,811717.0,-1093602.0,-127751.0
2025-01-04,76993292.0,75409261.0,1584031.0,-666678.0,-1438992.0
2025-01-05,74780093.0,74665514.0,114579.0,-2213199.0,-743747.0
2025-01-06,74779973.0,78686079.0,-3906106.0,-120.0,4020565.0
2025-01-07,74290418.0,78702090.0,-4411672.0,-489555.0,16011.0
2025-01-08,78330881.0,77365507.0,965374.0,4040463.0,-1336583.0
2025-01-09,77005575.0,75895149.0,1110426.0,-1325306.0,-1470358.0
2025-01-10,77540363.0,75946048.0,1594315.0,534788.0,50899.0
2025-01-11,74102922.0,77829778.0,-3726856.0,-3437441.0,1883730.0
2025-01-12,78849549.0,78685551.0,163998.0,4746627.0,855773.0
2025-01-13,78162213.0,78635432.0,-473219.0,-687336.0,-50119.0
2025-01-14,75061696.0,78099378.0,-3037682.0,-3100517.0,-536054.0
2025-01-15,74909125.0,77410158.0,-2501033.0,-152571.0,-689220.0
2025-01-16,74917023.0,74620700.0,296323.0,7898.0,-2789458.0
2025-01-17,75521211.0,75008144.0,513067.0,604188.0,387444.0
2025-01-18,76623782.0,78692771.0,-2068989.0,1102571.0,3684627.0
2025-01-19,76159725.0,77232145.0,-1072420.0,-464057.0,-1460626.0
2025-01-20,75456146.0,74245985.0,1210161.0,-703579.0,-2986160.0
2025-01-21,82364265.0,74707358.0,7656907.0,6908119.0,461373.0
2025-01-22,74697469.0,77517509.0,-2820040.0,-7666796.0,2810151.0
2025-01-23,75460723.0,74225308.0,1235415.0,763254.0,-3292201.0
2025-01-24,75831809.0,75004040.0,827769.0,371086.0,778732.0
2025-01-25,76280350.0,76943669.0,-663319.0,448541.0,1939629.0
2025-01-26,77925880.0,77659476.0,266404.0,1645530.0,715807.0
2025-01-27,74998369.0,77459806.0,-2461437.0,-2927511.0,-199670.0
2025-01-28,76571172.0,75321347.0,1249825.0,1572803.0,-2138459.0
2025-01-29,76962073.0,77760896.0,-798823.0,390901.0,2439549.0
2025-01-30,74232252.0,75386245.0,-1153993.0,-2729821.0,-2374651.0
2025-01-31,77037724.0,85844762.0,-8807038.0,2805472.0,10458517.0
2025-02-01,74852621.0,77932457.0,-3079836.0,-2185103.0,-7912305.0
2025-02-02,74325258.0,77448164.0,-3122906.0,-527363.0,-484293.0
2025-02-03,78744428.0,78446117.0,298311.0,4419170.0,997953.0
2025-02-04,78828160.0,77488064.0,1340096.0,83732.0,-958053.0
2025-02-05,78041987.0,77041543.0,1000444.0,-786173.0,-446521.0
2025-02-06,75523069.0,74668374.0,854695.0,-2518918.0,-2373169.0
2025-02-07,74488361.0,76038579.0,-1550218.0,-1034708.0,1370205.0
2025-02-08,77421165.0,75526012.0,1895153.0,2932804.0,-512567.0
2025-02-09,76200762.0,75419948.0,780814.0,-1220403.0,-106064.0
2025-02-10,74610191.0,79065053.0,-4454862.0,-1590571.0,3645105.0
2025-02-11,76475885.0,76165489.0,310396.0,1865694.0,-2899564.0
2025-02-12,74171943.0,78660233.0,-4488290.0,-2303942.0,2494744.0
2025-02-13,78546602.0,77355693.0,1190909.0,4374659.0,-1304540.0
2025-02-14,75293900.0,78174057.0,-2880157.0,-3252702.0,818364.0
2025-02-15,71632018.0,76713185.0,-5081167.0,-3661882.0,-1460872.0
2025-02-16,75558555.0,77084519.0,-1525964.0,3926537.0,371334.0
2025-02-17,76600340.0,76662588.0,-62248.0,1041785.0,-421931.0
2025-02-18,76733551.0,75176215.0,1557336.0,133211.0,-1486373.0
2025-02-19,74924272.0,77812261.0,-2887989.0,-1809279.0,2636046.0
2025-02-20,78847923.0,69708084.0,9139839.0,3923651.0,-8104177.0
2025-02-21,77875664.0,74321580.0,3554084.0,-972259.0,4613496.0
2025-02-22,78697495.0,77427361.0,1270134.0,821831.0,3105781.0
2025-02-23,78474137.0,75085553.0,3388584.0,-223358.0,-2341808.0
2025-02-24,76989500.0,78902293.0,-1912793.0,-1484637.0,3816740.0
2025-02-25,78609371.0,78969643.0,-360272.0,1619871.0,67350.0
2025-02-26,74442463.0,78774322.0,-4331859.0,-4166908.0,-195321.0
2025-02-27,74979914.0,76050794.0,-1070880.0,537451.0,-2723528.0
2025-02-28,74226136.0,74277283.0,-51147.0,-753778.0,-1773511.0
2025-03-01,75626652.0,78841593.0,-3214941.0,1400516.0,4564310.0
2025-03-02,75943386.0,76340921.0,-397535.0,316734.0,-2500672.0
2025-03-03,75356745.0,79033274.0,-3676529.0,-586641.0,2692353.0
2025-03-04,78143688.0,79018100.0,-874412.0,2786943.0,-15174.0
2025-03-05,75783767.0,78465047.0,-2681280.0,-2359921.0,-553053.0
2025-03-06,75404673.0,75672244.0,-267571.0,-379094.0,-2792803.0
2025-03-07,76713480.0,76125489.0,587991.0,1308807.0,453245.0
2025-03-08,74704621.0,78455683.0,-3751062.0,-2008859.0,2330194.0
2025-03-09,78010985.0,75784610.0,2226375.0,3306364.0,-2671073.0
2025-03-10,74372753.0,75047464.0,-674711.0,-3638232.0,-737146.0
2025-03-11,78934435.0,76984006.0,1950429.0,4561682.0,1936542.0
2025-03-12,77861224.0,78880774.0,-1019550.0,-1073211.0,1896768.0
2025-03-13,74993578.0,77680149.0,-2686571.0,-2867646.0,-1200625.0
2025-03-14,74027611.0,77050306.0,-3022695.0,-965967.0,-629843.0
2025-03-15,78077307.0,74685882.0,3391425.0,4049696.0,-2364424.0
2025-03-16,77534287.0,77275036.0,259251.0,-543020.0,2589154.0
2025-03-17,81453894.0,79150269.0,2303625.0,3919607.0,1875233.0
2025-03-18,77856352.0,74900420.0,2955932.0,-3597542.0,-4249849.0
2025-03-19,74370223.0,76791648.0,-2421425.0,-3486129.0,1891228.0
2025-03-20,75792329.0,78586865.0,-2794536.0,1422106.0,1795217.0
2025-03-21,74579345.0,77903843.0,-3324498.0,-1212984.0,-683022.0
2025-03-22,78315517.0,85621403.0,-7305886.0,3736172.0,7717560.0
2025-03-23,77116491.0,77712420.0,-595929.0,-1199026.0,-7908983.0
2025-03-24,75654490.0,75997456.0,-342966.0,-1462001.0,-1714964.0
2025-03-25,74317792.0,75667959.0,-1350167.0,-1336698.0,-329497.0
2025-03-26,75554912.0,78246806.0,-2691894.0,1237120.0,2578847.0
2025-03-27,75625917.0,78250567.0,-2624650.0,71005.0,3761.0
2025-03-28,77648031.0,78535362.0,-887331.0,2022114.0,284795.0
2025-03-29,77187787.0,78766203.0,-1578416.0,-460244.0,230841.0
2025-03-30,78436064.0,76756712.0,1679352.0,1248277.0,-2009491.0
2025-03-31,76361075.0,76707581.0,-346506.0,-2074989.0,-49131.0
2025-04-01,74597971.0,78191476.0,-3593505.0,-1763104.0,1483895.0
2025-04-02,77566224.0,77449820.0,116404.0,2968253.0,-741656.0
2025-04-03,77803925.0,77709834.0,94091.0,237701.0,260014.0
2025-04-04,76806386.0,78178963.0,-1372577.0,-997539.0,469129.0
2025-04-05,77854836.0,78650027.0,-795191.0,1048450.0,471064.0
2025-04-06,76468978.0,75889976.0,579002.0,-1385858.0,-2760051.0
2025-04-07,76613664.0,76077915.0,535749.0,144686.0,187939.0
2025-04-08,76137705.0,74669910.0,1467795.0,-475959.0,-1408005.0
2025-04-09,74127096.0,77091401.0,-2964305.0,-2010609.0,2421491.0
2025-04-10,74539457.0,74379711.0,159746.0,412361.0,-2711690.0
2025-04-11,69773825.0,76527990.0,-6754165.0,-4765632.0,2148279.0
2025-04-12,77182052.0,76913223.0,268829.0,7408227.0,385233.0
2025-04-13,75571780.0,75632706.0,-60926.0,-1610272.0,-1280517.0
2025-04-14,76542853.0,77154166.0,-611313.0,971073.0,1521460.0
2025-04-15,78537832.0,74352501.0,4185331.0,1994979.0,-2801665.0
2025-04-16,75246461.0,74386741.0,859720.0,-3291371.0,34240.0
2025-04-17,76051915.0,78313003.0,-2261088.0,805454.0,3926262.0
2025-04-18,77777756.0,76000953.0,1776803.0,1725841.0,-2312050.0
2025-04-19,75143991.0,74835303.0,308688.0,-2633765.0,-1165650.0
2025-04-20,74384900.0,76811216.0,-2426316.0,-759091.0,1975913.0
2025-04-21,75448757.0,69802334.0,5646423.0,1063857.0,-7008882.0
2025-04-22,74806106.0,75279105.0,-472999.0,-642651.0,5476771.0
2025-04-23,78648488.0,77314452.0,1334036.0,3842382.0,2035347.0
2025-04-24,78040602.0,74626737.0,3413865.0,-607886.0,-2687715.0
2025-04-25,77167019.0,74458409.0,2708610.0,-873583.0,-168328.0
2025-04-26,78357303.0,76856773.0,1500530.0,1190284.0,2398364.0
2025-04-27,78018360.0,76903176.0,1115184.0,-338943.0,46403.0
2025-04-28,74932850.0,77387150.0,-2454300.0,-3085510.0,483974.0
2025-04-29,78462795.0,77830457.0,632338.0,3529945.0,443307.0
2025-04-30,76696711.0,79079260.0,-2382549.0,-1766084.0,1248803.0
2025-05-01,78037201.0,76781502.0,1255699.0,1340490.0,-2297758.0
2025-05-02,78480456.0,75814782.0,2665674.0,443255.0,-966720.0
2025-05-03,75590017.0,78175931.0,-2585914.0,-2890439.0,2361149.0
2025-05-04,74550260.0,75554161.0,-1003901.0,-1039757.0,-2621770.0
2025-05-05,75139676.0,76394857.0,-1255181.0,589416.0,840696.0
2025-05-06,76135539.0,74592282.0,1543257.0,995863.0,-1802575.0
2025-05-07,78090074.0,74326754.0,3763320.0,1954535.0,-265528.0
2025-05-08,78303653.0,79013242.0,-709589.0,213579.0,4686488.0
2025-05-09,74034761.0,78379901.0,-4345140.0,-4268892.0,-633341.0
2025-05-10,76553737.0,77679871.0,-1126134.0,2518976.0,-700030.0
2025-05-11,84698774.0,76244765.0,8454009.0,8145037.0,-1435106.0
2025-05-12,75110539.0,75066472.0,44067.0,-9588235.0,-1178293.0
2025-05-13,74599327.0,74982185.0,-382858.0,-511212.0,-84287.0
2025-05-14,75688076.0,75451214.0,236862.0,1088749.0,469029.0
2025-05-15,78714549.0,76946133.0,1768416.0,3026473.0,1494919.0
2025-05-16,75616015.0,77772980.0,-2156965.0,-3098534.0,826847.0
2025-05-17,76593953.0,77500987.0,-907034.0,977938.0,-271993.0
2025-05-18,77515095.0,75599669.0,1915426.0,921142.0,-1901318.0
2025-05-19,75818148.0,78974326.0,-3156178.0,-1696947.0,3374657.0
2025-05-20,78858910.0,77889485.0,969425.0,3040762.0,-1084841.0
2025-05-21,78812236.0,82783165.0,-3970929.0,-46674.0,4893680.0
2025-05-22,75258911.0,77258604.0,-1999693.0,-3553325.0,-5524561.0
2025-05-23,76486243.0,76298000.0,188243.0,1227332.0,-960604.0
2025-05-24,75504392.0,75438655.0,65737.0,-981851.0,-859345.0
2025-05-25,75424202.0,75979863.0,-555661.0,-80190.0,541208.0
2025-05-26,74184435.0,77989231.0,-3804796.0,-1239767.0,2009368.0
2025-05-27,77047822.0,74271967.0,2775855.0,2863387.0,-3717264.0
2025-05-28,76513395.0,74780363.0,1733032.0,-534427.0,508396.0
2025-05-29,74257394.0,74430013.0,-172619.0,-2256001.0,-350350.0
2025-05-30,75393232.0,74403644.0,989588.0,1135838.0,-26369.0
2025-05-31,70979952.0,78477303.0,-7497351.0,-4413280.0,4073659.0
2025-06-01,75197809.0,77718289.0,-2520480.0,4217857.0,-759014.0
2025-06-02,74724474.0,76570869.0,-1846395.0,-473335.0,-1147420.0
2025-06-03,76447264.0,74689171.0,1758093.0,1722790.0,-1881698.0
2025-06-04,78928252.0,76658079.0,2270173.0,2480988.0,1968908.0
2025-06-05,75210276.0,76567359.0,-1357083.0,-3717976.0,-90720.0
2025-06-06,77360678.0,75066009.0,2294669.0,2150402.0,-1501350.0
2025-06-07,77808098.0,76369258.0,1438840.0,447420.0,1303249.0
2025-06-08,75188188.0,76192524.0,-1004336.0,-2619910.0,-176734.0
2025-06-09,77641082.0,77279250.0,361832.0,2452894.0,1086726.0
2025-06-10,75838916.0,69554665.0,6284251.0,-1802166.0,-7724585.0
2025-06-11,77161529.0,74426520.0,2735009.0,1322613.0,4871855.0
2025-06-12,77167649.0,76073063.0,1094586.0,6120.0,1646543.0
2025-06-13,76678873.0,77329300.0,-650427.0,-488776.0,1256237.0
2025-06-14,74451449.0,76715681.0,-2264232.0,-2227424.0,-613619.0
2025-06-15,78176512.0,78482449.0,-305937.0,3725063.0,1766768.0
2025-06-16,75603900.0,77493468.0,-1889568.0,-2572612.0,-988981.0
2025-06-17,74932593.0,75014672.0,-82079.0,-671307.0,-2478796.0
2025-06-18,74203876.0,74552844.0,-348968.0,-728717.0,-461828.0
2025-06-19,76954465.0,77412096.0,-457631.0,2750589.0,2859252.0
2025-06-20,77387822.0,74332557.0,3055265.0,433357.0,-3079539.0
2025-06-21,74082939.0,77128878.0,-3045939.0,-3304883.0,2796321.0
2025-06-22,76560465.0,78901151.0,-2340686.0,2477526.0,1772273.0
2025-06-23,75132479.0,77077371.0,-1944892.0,-1427986.0,-1823780.0
2025-06-24,77225864.0,76140850.0,1085014.0,2093385.0,-936521.0
2025-06-25,74871832.0,77416441.0,-2544609.0,-2354032.0,1275591.0
2025-06-26,77454689.0,76491264.0,963425.0,2582857.0,-925177.0
2025-06-27,75933677.0,76928084.0,-994407.0,-1521012.0,436820.0
2025-06-28,78683650.0,78907324.0,-223674.0,2749973.0,1979240.0
2025-06-29,74687605.0,76130513.0,-1442908.0,-3996045.0,-2776811.0
